time_s,kEffective_m2s,dkEff_dt_m2s2,normalized_kEff
408,0.6023060610217383,0.0005420755280997613,0.6023060610217383
409,0.6028483804838093,0.0005425636156815017,0.6028483804838093
410,0.6033911882531013,0.0005430521427398638,0.6033911882531013
411,0.603934484769289,0.0005435411096704756,0.603934484769289
412,0.6044782704724423,0.0005440305168692983,0.6044782704724423
413,0.6050225458030276,0.0005445203647329033,0.6050225458030276
414,0.6055673112019081,0.00054501065365814,0.6055673112019081
415,0.6061125671103439,0.0005455013840420242,0.6061125671103439
416,0.6066583139699921,0.0005459925562819601,0.6066583139699921
417,0.6072045522229078,0.0005464841707759627,0.6072045522229078
418,0.6077512823115441,0.0005469762279222135,0.6077512823115441
419,0.6082985046787522,0.0005474687281191715,0.6082985046787522
420,0.6088462197677824,0.0005479616717658509,0.6088462197677824
421,0.6093944280222839,0.0005484550592614323,0.6093944280222839
422,0.6099431298863053,0.0005489488910057072,0.6099431298863053
423,0.6104923258042954,0.0005494431673987443,0.6104923258042954
424,0.6110420162211028,0.0005499378888406126,0.6110420162211028
425,0.6115922015819766,0.0005504330557322135,0.6115922015819766
426,0.6121428823325672,0.0005509286684746706,0.6121428823325672
427,0.6126940589189259,0.0005514247274693296,0.6126940589189259
428,0.6132457317875059,0.0005519212331180912,0.6132457317875059
429,0.6137979013851621,0.0005524181858231336,0.6137979013851621
430,0.6143505681591521,0.0005529155859868573,0.6143505681591521
431,0.6149037325571358,0.0005534134340122177,0.6149037325571358
432,0.6154573950271766,0.0005539117303025587,0.6154573950271766
433,0.6160115560177409,0.000554410475261391,0.6160115560177409
434,0.6165662159776993,0.0005549096692927247,0.6165662159776993
435,0.6171213753563264,0.0005554093128009585,0.6171213753563264
436,0.6176770346033013,0.0005559094061907133,0.6176770346033013
437,0.6182331941687078,0.0005564099498671649,0.6182331941687078
438,0.6187898545030356,0.0005569109442357112,0.6187898545030356
439,0.6193470160571792,0.0005574123897020833,0.6193470160571792
440,0.6199046792824398,0.0005579142866726228,0.6199046792824398
441,0.6204628446305245,0.0005584166355537268,0.6204628446305245
442,0.6210215125535472,0.000558919436752292,0.6210215125535472
443,0.6215806835040291,0.0005594226906757149,0.6215806835040291
444,0.6221403579348986,0.0005599263977314473,0.6221403579348986
445,0.622700536299492,0.000560430558327607,0.622700536299492
446,0.6232612190515538,0.0005609351728727008,0.6232612190515538
447,0.6238224066452374,0.0005614402417751796,0.6238224066452374
448,0.6243840995351042,0.0005619457654442717,0.6243840995351042
449,0.6249462981761259,0.0005624517442894827,0.6249462981761259
450,0.6255090030236832,0.0005629581787206517,0.6255090030236832
